"Perioden";"Onderwerp";"Eenheid";"Waarde"
"1961";"Totale luchtvloot";"aantal";"."
"1961";"Totaal vleugelvliegtuigen";"aantal";"."
"1961";"||Totaal straalmotoren";"aantal";"11"
"1961";"||4-motorig";"aantal";"11"
"1961";"||3-motorig";"aantal";"0"
"1961";"||2-motorig";"aantal";"0"
"1961";"||1-motorig";"aantal";"0"
"1961";"|||Totaal schroefturbinemotoren";"aantal";"24"
"1961";"||4-motorig";"aantal";"20"
"1961";"||3-motorig";"aantal";"0"
"1961";"||2-motorig";"aantal";"4"
"1961";"||1-motorig";"aantal";"0"
"1961";"|||Totaal zuigermotoren";"aantal";"139"
"1961";"||4-motorig";"aantal";"31"
"1961";"||2-motorig";"aantal";"30"
"1961";"||1-motorig";"aantal";"78"
"1961";"|||Totaal Ultra Light's";"aantal";"0"
"1961";"||Very Light (VLA)";"aantal";"0"
"1961";"||Micro Light (MLA)";"aantal";"0"
"1961";"|||Totaal zweefvliegtuigen";"aantal";"."
"1961";"||1-motorig";"aantal";"."
"1961";"||Geen motor";"aantal";"."
"1961";"||Totaal hefschroefvliegtuigen";"aantal";"6"
"1961";"2-motorig";"aantal";"."
"1961";"1-motorig";"aantal";"."
"1961";"Ballonvaartuigen";"aantal";"0"
"1962";"Totale luchtvloot";"aantal";"."
"1962";"Totaal vleugelvliegtuigen";"aantal";"."
"1962";"||Totaal straalmotoren";"aantal";"14"
"1962";"||4-motorig";"aantal";"14"
"1962";"||3-motorig";"aantal";"0"
"1962";"||2-motorig";"aantal";"0"
"1962";"||1-motorig";"aantal";"0"
"1962";"|||Totaal schroefturbinemotoren";"aantal";"25"
"1962";"||4-motorig";"aantal";"20"
"1962";"||3-motorig";"aantal";"0"
"1962";"||2-motorig";"aantal";"5"
"1962";"||1-motorig";"aantal";"0"
"1962";"|||Totaal zuigermotoren";"aantal";"127"
"1962";"||4-motorig";"aantal";"21"
"1962";"||2-motorig";"aantal";"33"
"1962";"||1-motorig";"aantal";"73"
"1962";"|||Totaal Ultra Light's";"aantal";"0"
"1962";"||Very Light (VLA)";"aantal";"0"
"1962";"||Micro Light (MLA)";"aantal";"0"
"1962";"|||Totaal zweefvliegtuigen";"aantal";"."
"1962";"||1-motorig";"aantal";"."
"1962";"||Geen motor";"aantal";"."
"1962";"||Totaal hefschroefvliegtuigen";"aantal";"8"
"1962";"2-motorig";"aantal";"."
"1962";"1-motorig";"aantal";"."
"1962";"Ballonvaartuigen";"aantal";"0"
"1963";"Totale luchtvloot";"aantal";"."
"1963";"Totaal vleugelvliegtuigen";"aantal";"."
"1963";"||Totaal straalmotoren";"aantal";"14"
"1963";"||4-motorig";"aantal";"14"
"1963";"||3-motorig";"aantal";"0"
"1963";"||2-motorig";"aantal";"0"
"1963";"||1-motorig";"aantal";"0"
"1963";"|||Totaal schroefturbinemotoren";"aantal";"24"
"1963";"||4-motorig";"aantal";"20"
"1963";"||3-motorig";"aantal";"0"
"1963";"||2-motorig";"aantal";"4"
"1963";"||1-motorig";"aantal";"0"
"1963";"|||Totaal zuigermotoren";"aantal";"120"
"1963";"||4-motorig";"aantal";"19"
"1963";"||2-motorig";"aantal";"27"
"1963";"||1-motorig";"aantal";"74"
"1963";"|||Totaal Ultra Light's";"aantal";"0"
"1963";"||Very Light (VLA)";"aantal";"0"
"1963";"||Micro Light (MLA)";"aantal";"0"
"1963";"|||Totaal zweefvliegtuigen";"aantal";"."
"1963";"||1-motorig";"aantal";"."
"1963";"||Geen motor";"aantal";"."
"1963";"||Totaal hefschroefvliegtuigen";"aantal";"9"
"1963";"2-motorig";"aantal";"."
"1963";"1-motorig";"aantal";"."
"1963";"Ballonvaartuigen";"aantal";"0"
"1964";"Totale luchtvloot";"aantal";"."
"1964";"Totaal vleugelvliegtuigen";"aantal";"."
"1964";"||Totaal straalmotoren";"aantal";"24"
"1964";"||4-motorig";"aantal";"16"
"1964";"||3-motorig";"aantal";"0"
"1964";"||2-motorig";"aantal";"0"
"1964";"||1-motorig";"aantal";"8"
"1964";"|||Totaal schroefturbinemotoren";"aantal";"26"
"1964";"||4-motorig";"aantal";"20"
"1964";"||3-motorig";"aantal";"0"
"1964";"||2-motorig";"aantal";"6"
"1964";"||1-motorig";"aantal";"0"
"1964";"|||Totaal zuigermotoren";"aantal";"196"
"1964";"||4-motorig";"aantal";"13"
"1964";"||2-motorig";"aantal";"37"
"1964";"||1-motorig";"aantal";"146"
"1964";"|||Totaal Ultra Light's";"aantal";"0"
"1964";"||Very Light (VLA)";"aantal";"0"
"1964";"||Micro Light (MLA)";"aantal";"0"
"1964";"|||Totaal zweefvliegtuigen";"aantal";"."
"1964";"||1-motorig";"aantal";"."
"1964";"||Geen motor";"aantal";"."
"1964";"||Totaal hefschroefvliegtuigen";"aantal";"11"
"1964";"2-motorig";"aantal";"."
"1964";"1-motorig";"aantal";"."
"1964";"Ballonvaartuigen";"aantal";"0"
"1965";"Totale luchtvloot";"aantal";"."
"1965";"Totaal vleugelvliegtuigen";"aantal";"."
"1965";"||Totaal straalmotoren";"aantal";"24"
"1965";"||4-motorig";"aantal";"16"
"1965";"||3-motorig";"aantal";"0"
"1965";"||2-motorig";"aantal";"0"
"1965";"||1-motorig";"aantal";"8"
"1965";"|||Totaal schroefturbinemotoren";"aantal";"25"
"1965";"||4-motorig";"aantal";"18"
"1965";"||3-motorig";"aantal";"0"
"1965";"||2-motorig";"aantal";"7"
"1965";"||1-motorig";"aantal";"0"
"1965";"|||Totaal zuigermotoren";"aantal";"219"
"1965";"||4-motorig";"aantal";"11"
"1965";"||2-motorig";"aantal";"35"
"1965";"||1-motorig";"aantal";"173"
"1965";"|||Totaal Ultra Light's";"aantal";"0"
"1965";"||Very Light (VLA)";"aantal";"0"
"1965";"||Micro Light (MLA)";"aantal";"0"
"1965";"|||Totaal zweefvliegtuigen";"aantal";"."
"1965";"||1-motorig";"aantal";"."
"1965";"||Geen motor";"aantal";"."
"1965";"||Totaal hefschroefvliegtuigen";"aantal";"9"
"1965";"2-motorig";"aantal";"."
"1965";"1-motorig";"aantal";"."
"1965";"Ballonvaartuigen";"aantal";"0"
"1966";"Totale luchtvloot";"aantal";"466"
"1966";"Totaal vleugelvliegtuigen";"aantal";"457"
"1966";"||Totaal straalmotoren";"aantal";"32"
"1966";"||4-motorig";"aantal";"18"
"1966";"||3-motorig";"aantal";"0"
"1966";"||2-motorig";"aantal";"13"
"1966";"||1-motorig";"aantal";"1"
"1966";"|||Totaal schroefturbinemotoren";"aantal";"22"
"1966";"||4-motorig";"aantal";"11"
"1966";"||3-motorig";"aantal";"0"
"1966";"||2-motorig";"aantal";"11"
"1966";"||1-motorig";"aantal";"0"
"1966";"|||Totaal zuigermotoren";"aantal";"246"
"1966";"||4-motorig";"aantal";"16"
"1966";"||2-motorig";"aantal";"33"
"1966";"||1-motorig";"aantal";"197"
"1966";"|||Totaal Ultra Light's";"aantal";"0"
"1966";"||Very Light (VLA)";"aantal";"0"
"1966";"||Micro Light (MLA)";"aantal";"0"
"1966";"|||Totaal zweefvliegtuigen";"aantal";"157"
"1966";"||1-motorig";"aantal";"."
"1966";"||Geen motor";"aantal";"."
"1966";"||Totaal hefschroefvliegtuigen";"aantal";"9"
"1966";"2-motorig";"aantal";"."
"1966";"1-motorig";"aantal";"."
"1966";"Ballonvaartuigen";"aantal";"0"
"1967";"Totale luchtvloot";"aantal";"492"
"1967";"Totaal vleugelvliegtuigen";"aantal";"482"
"1967";"||Totaal straalmotoren";"aantal";"38"
"1967";"||4-motorig";"aantal";"19"
"1967";"||3-motorig";"aantal";"0"
"1967";"||2-motorig";"aantal";"18"
"1967";"||1-motorig";"aantal";"1"
"1967";"|||Totaal schroefturbinemotoren";"aantal";"23"
"1967";"||4-motorig";"aantal";"11"
"1967";"||3-motorig";"aantal";"0"
"1967";"||2-motorig";"aantal";"12"
"1967";"||1-motorig";"aantal";"0"
"1967";"|||Totaal zuigermotoren";"aantal";"247"
"1967";"||4-motorig";"aantal";"12"
"1967";"||2-motorig";"aantal";"29"
"1967";"||1-motorig";"aantal";"206"
"1967";"|||Totaal Ultra Light's";"aantal";"0"
"1967";"||Very Light (VLA)";"aantal";"0"
"1967";"||Micro Light (MLA)";"aantal";"0"
"1967";"|||Totaal zweefvliegtuigen";"aantal";"174"
"1967";"||1-motorig";"aantal";"."
"1967";"||Geen motor";"aantal";"."
"1967";"||Totaal hefschroefvliegtuigen";"aantal";"10"
"1967";"2-motorig";"aantal";"."
"1967";"1-motorig";"aantal";"."
"1967";"Ballonvaartuigen";"aantal";"0"
"1968";"Totale luchtvloot";"aantal";"503"
"1968";"Totaal vleugelvliegtuigen";"aantal";"496"
"1968";"||Totaal straalmotoren";"aantal";"52"
"1968";"||4-motorig";"aantal";"23"
"1968";"||3-motorig";"aantal";"0"
"1968";"||2-motorig";"aantal";"28"
"1968";"||1-motorig";"aantal";"1"
"1968";"|||Totaal schroefturbinemotoren";"aantal";"15"
"1968";"||4-motorig";"aantal";"3"
"1968";"||3-motorig";"aantal";"0"
"1968";"||2-motorig";"aantal";"12"
"1968";"||1-motorig";"aantal";"0"
"1968";"|||Totaal zuigermotoren";"aantal";"251"
"1968";"||4-motorig";"aantal";"14"
"1968";"||2-motorig";"aantal";"28"
"1968";"||1-motorig";"aantal";"209"
"1968";"|||Totaal Ultra Light's";"aantal";"0"
"1968";"||Very Light (VLA)";"aantal";"0"
"1968";"||Micro Light (MLA)";"aantal";"0"
"1968";"|||Totaal zweefvliegtuigen";"aantal";"178"
"1968";"||1-motorig";"aantal";"."
"1968";"||Geen motor";"aantal";"."
"1968";"||Totaal hefschroefvliegtuigen";"aantal";"7"
"1968";"2-motorig";"aantal";"."
"1968";"1-motorig";"aantal";"."
"1968";"Ballonvaartuigen";"aantal";"0"
"1969";"Totale luchtvloot";"aantal";"535"
"1969";"Totaal vleugelvliegtuigen";"aantal";"526"
"1969";"||Totaal straalmotoren";"aantal";"68"
"1969";"||4-motorig";"aantal";"28"
"1969";"||3-motorig";"aantal";"0"
"1969";"||2-motorig";"aantal";"39"
"1969";"||1-motorig";"aantal";"1"
"1969";"|||Totaal schroefturbinemotoren";"aantal";"12"
"1969";"||4-motorig";"aantal";"0"
"1969";"||3-motorig";"aantal";"0"
"1969";"||2-motorig";"aantal";"12"
"1969";"||1-motorig";"aantal";"0"
"1969";"|||Totaal zuigermotoren";"aantal";"260"
"1969";"||4-motorig";"aantal";"3"
"1969";"||2-motorig";"aantal";"25"
"1969";"||1-motorig";"aantal";"232"
"1969";"|||Totaal Ultra Light's";"aantal";"0"
"1969";"||Very Light (VLA)";"aantal";"0"
"1969";"||Micro Light (MLA)";"aantal";"0"
"1969";"|||Totaal zweefvliegtuigen";"aantal";"186"
"1969";"||1-motorig";"aantal";"."
"1969";"||Geen motor";"aantal";"."
"1969";"||Totaal hefschroefvliegtuigen";"aantal";"9"
"1969";"2-motorig";"aantal";"."
"1969";"1-motorig";"aantal";"."
"1969";"Ballonvaartuigen";"aantal";"0"
"1970";"Totale luchtvloot";"aantal";"576"
"1970";"Totaal vleugelvliegtuigen";"aantal";"565"
"1970";"||Totaal straalmotoren";"aantal";"81"
"1970";"||4-motorig";"aantal";"31"
"1970";"||3-motorig";"aantal";"0"
"1970";"||2-motorig";"aantal";"49"
"1970";"||1-motorig";"aantal";"1"
"1970";"|||Totaal schroefturbinemotoren";"aantal";"16"
"1970";"||4-motorig";"aantal";"0"
"1970";"||3-motorig";"aantal";"0"
"1970";"||2-motorig";"aantal";"16"
"1970";"||1-motorig";"aantal";"0"
"1970";"|||Totaal zuigermotoren";"aantal";"272"
"1970";"||4-motorig";"aantal";"1"
"1970";"||2-motorig";"aantal";"22"
"1970";"||1-motorig";"aantal";"249"
"1970";"|||Totaal Ultra Light's";"aantal";"0"
"1970";"||Very Light (VLA)";"aantal";"0"
"1970";"||Micro Light (MLA)";"aantal";"0"
"1970";"|||Totaal zweefvliegtuigen";"aantal";"196"
"1970";"||1-motorig";"aantal";"."
"1970";"||Geen motor";"aantal";"."
"1970";"||Totaal hefschroefvliegtuigen";"aantal";"11"
"1970";"2-motorig";"aantal";"."
"1970";"1-motorig";"aantal";"."
"1970";"Ballonvaartuigen";"aantal";"0"
"1971";"Totale luchtvloot";"aantal";"591"
"1971";"Totaal vleugelvliegtuigen";"aantal";"580"
"1971";"||Totaal straalmotoren";"aantal";"89"
"1971";"||4-motorig";"aantal";"37"
"1971";"||3-motorig";"aantal";"0"
"1971";"||2-motorig";"aantal";"51"
"1971";"||1-motorig";"aantal";"1"
"1971";"|||Totaal schroefturbinemotoren";"aantal";"16"
"1971";"||4-motorig";"aantal";"0"
"1971";"||3-motorig";"aantal";"0"
"1971";"||2-motorig";"aantal";"16"
"1971";"||1-motorig";"aantal";"0"
"1971";"|||Totaal zuigermotoren";"aantal";"275"
"1971";"||4-motorig";"aantal";"0"
"1971";"||2-motorig";"aantal";"22"
"1971";"||1-motorig";"aantal";"253"
"1971";"|||Totaal Ultra Light's";"aantal";"0"
"1971";"||Very Light (VLA)";"aantal";"0"
"1971";"||Micro Light (MLA)";"aantal";"0"
"1971";"|||Totaal zweefvliegtuigen";"aantal";"200"
"1971";"||1-motorig";"aantal";"."
"1971";"||Geen motor";"aantal";"."
"1971";"||Totaal hefschroefvliegtuigen";"aantal";"11"
"1971";"2-motorig";"aantal";"."
"1971";"1-motorig";"aantal";"."
"1971";"Ballonvaartuigen";"aantal";"0"
"1972";"Totale luchtvloot";"aantal";"597"
"1972";"Totaal vleugelvliegtuigen";"aantal";"589"
"1972";"||Totaal straalmotoren";"aantal";"93"
"1972";"||4-motorig";"aantal";"35"
"1972";"||3-motorig";"aantal";"1"
"1972";"||2-motorig";"aantal";"56"
"1972";"||1-motorig";"aantal";"1"
"1972";"|||Totaal schroefturbinemotoren";"aantal";"15"
"1972";"||4-motorig";"aantal";"0"
"1972";"||3-motorig";"aantal";"0"
"1972";"||2-motorig";"aantal";"15"
"1972";"||1-motorig";"aantal";"0"
"1972";"|||Totaal zuigermotoren";"aantal";"278"
"1972";"||4-motorig";"aantal";"0"
"1972";"||2-motorig";"aantal";"22"
"1972";"||1-motorig";"aantal";"256"
"1972";"|||Totaal Ultra Light's";"aantal";"0"
"1972";"||Very Light (VLA)";"aantal";"0"
"1972";"||Micro Light (MLA)";"aantal";"0"
"1972";"|||Totaal zweefvliegtuigen";"aantal";"203"
"1972";"||1-motorig";"aantal";"."
"1972";"||Geen motor";"aantal";"."
"1972";"||Totaal hefschroefvliegtuigen";"aantal";"8"
"1972";"2-motorig";"aantal";"."
"1972";"1-motorig";"aantal";"."
"1972";"Ballonvaartuigen";"aantal";"0"
"1973";"Totale luchtvloot";"aantal";"615"
"1973";"Totaal vleugelvliegtuigen";"aantal";"610"
"1973";"||Totaal straalmotoren";"aantal";"93"
"1973";"||4-motorig";"aantal";"33"
"1973";"||3-motorig";"aantal";"6"
"1973";"||2-motorig";"aantal";"53"
"1973";"||1-motorig";"aantal";"1"
"1973";"|||Totaal schroefturbinemotoren";"aantal";"10"
"1973";"||4-motorig";"aantal";"0"
"1973";"||3-motorig";"aantal";"0"
"1973";"||2-motorig";"aantal";"10"
"1973";"||1-motorig";"aantal";"0"
"1973";"|||Totaal zuigermotoren";"aantal";"288"
"1973";"||4-motorig";"aantal";"0"
"1973";"||2-motorig";"aantal";"23"
"1973";"||1-motorig";"aantal";"265"
"1973";"|||Totaal Ultra Light's";"aantal";"0"
"1973";"||Very Light (VLA)";"aantal";"0"
"1973";"||Micro Light (MLA)";"aantal";"0"
"1973";"|||Totaal zweefvliegtuigen";"aantal";"219"
"1973";"||1-motorig";"aantal";"."
"1973";"||Geen motor";"aantal";"."
"1973";"||Totaal hefschroefvliegtuigen";"aantal";"5"
"1973";"2-motorig";"aantal";"."
"1973";"1-motorig";"aantal";"."
"1973";"Ballonvaartuigen";"aantal";"0"
"1974";"Totale luchtvloot";"aantal";"702"
"1974";"Totaal vleugelvliegtuigen";"aantal";"692"
"1974";"||Totaal straalmotoren";"aantal";"95"
"1974";"||4-motorig";"aantal";"30"
"1974";"||3-motorig";"aantal";"9"
"1974";"||2-motorig";"aantal";"55"
"1974";"||1-motorig";"aantal";"1"
"1974";"|||Totaal schroefturbinemotoren";"aantal";"12"
"1974";"||4-motorig";"aantal";"0"
"1974";"||3-motorig";"aantal";"0"
"1974";"||2-motorig";"aantal";"12"
"1974";"||1-motorig";"aantal";"0"
"1974";"|||Totaal zuigermotoren";"aantal";"328"
"1974";"||4-motorig";"aantal";"0"
"1974";"||2-motorig";"aantal";"29"
"1974";"||1-motorig";"aantal";"299"
"1974";"|||Totaal Ultra Light's";"aantal";"0"
"1974";"||Very Light (VLA)";"aantal";"0"
"1974";"||Micro Light (MLA)";"aantal";"0"
"1974";"|||Totaal zweefvliegtuigen";"aantal";"257"
"1974";"||1-motorig";"aantal";"."
"1974";"||Geen motor";"aantal";"."
"1974";"||Totaal hefschroefvliegtuigen";"aantal";"6"
"1974";"2-motorig";"aantal";"."
"1974";"1-motorig";"aantal";"."
"1974";"Ballonvaartuigen";"aantal";"4"
"1975";"Totale luchtvloot";"aantal";"772"
"1975";"Totaal vleugelvliegtuigen";"aantal";"754"
"1975";"||Totaal straalmotoren";"aantal";"101"
"1975";"||4-motorig";"aantal";"30"
"1975";"||3-motorig";"aantal";"13"
"1975";"||2-motorig";"aantal";"57"
"1975";"||1-motorig";"aantal";"1"
"1975";"|||Totaal schroefturbinemotoren";"aantal";"10"
"1975";"||4-motorig";"aantal";"0"
"1975";"||3-motorig";"aantal";"0"
"1975";"||2-motorig";"aantal";"10"
"1975";"||1-motorig";"aantal";"0"
"1975";"|||Totaal zuigermotoren";"aantal";"362"
"1975";"||4-motorig";"aantal";"0"
"1975";"||2-motorig";"aantal";"32"
"1975";"||1-motorig";"aantal";"330"
"1975";"|||Totaal Ultra Light's";"aantal";"0"
"1975";"||Very Light (VLA)";"aantal";"0"
"1975";"||Micro Light (MLA)";"aantal";"0"
"1975";"|||Totaal zweefvliegtuigen";"aantal";"281"
"1975";"||1-motorig";"aantal";"."
"1975";"||Geen motor";"aantal";"."
"1975";"||Totaal hefschroefvliegtuigen";"aantal";"13"
"1975";"2-motorig";"aantal";"."
"1975";"1-motorig";"aantal";"."
"1975";"Ballonvaartuigen";"aantal";"5"
"1976";"Totale luchtvloot";"aantal";"788"
"1976";"Totaal vleugelvliegtuigen";"aantal";"763"
"1976";"||Totaal straalmotoren";"aantal";"90"
"1976";"||4-motorig";"aantal";"28"
"1976";"||3-motorig";"aantal";"13"
"1976";"||2-motorig";"aantal";"48"
"1976";"||1-motorig";"aantal";"1"
"1976";"|||Totaal schroefturbinemotoren";"aantal";"10"
"1976";"||4-motorig";"aantal";"0"
"1976";"||3-motorig";"aantal";"0"
"1976";"||2-motorig";"aantal";"10"
"1976";"||1-motorig";"aantal";"0"
"1976";"|||Totaal zuigermotoren";"aantal";"374"
"1976";"||4-motorig";"aantal";"0"
"1976";"||2-motorig";"aantal";"34"
"1976";"||1-motorig";"aantal";"340"
"1976";"|||Totaal Ultra Light's";"aantal";"0"
"1976";"||Very Light (VLA)";"aantal";"0"
"1976";"||Micro Light (MLA)";"aantal";"0"
"1976";"|||Totaal zweefvliegtuigen";"aantal";"289"
"1976";"||1-motorig";"aantal";"."
"1976";"||Geen motor";"aantal";"."
"1976";"||Totaal hefschroefvliegtuigen";"aantal";"18"
"1976";"2-motorig";"aantal";"10"
"1976";"1-motorig";"aantal";"8"
"1976";"Ballonvaartuigen";"aantal";"7"
"1977";"Totale luchtvloot";"aantal";"865"
"1977";"Totaal vleugelvliegtuigen";"aantal";"836"
"1977";"||Totaal straalmotoren";"aantal";"87"
"1977";"||4-motorig";"aantal";"25"
"1977";"||3-motorig";"aantal";"13"
"1977";"||2-motorig";"aantal";"48"
"1977";"||1-motorig";"aantal";"1"
"1977";"|||Totaal schroefturbinemotoren";"aantal";"14"
"1977";"||4-motorig";"aantal";"0"
"1977";"||3-motorig";"aantal";"0"
"1977";"||2-motorig";"aantal";"14"
"1977";"||1-motorig";"aantal";"0"
"1977";"|||Totaal zuigermotoren";"aantal";"416"
"1977";"||4-motorig";"aantal";"0"
"1977";"||2-motorig";"aantal";"42"
"1977";"||1-motorig";"aantal";"374"
"1977";"|||Totaal Ultra Light's";"aantal";"0"
"1977";"||Very Light (VLA)";"aantal";"0"
"1977";"||Micro Light (MLA)";"aantal";"0"
"1977";"|||Totaal zweefvliegtuigen";"aantal";"319"
"1977";"||1-motorig";"aantal";"."
"1977";"||Geen motor";"aantal";"."
"1977";"||Totaal hefschroefvliegtuigen";"aantal";"20"
"1977";"2-motorig";"aantal";"12"
"1977";"1-motorig";"aantal";"8"
"1977";"Ballonvaartuigen";"aantal";"9"
"1978";"Totale luchtvloot";"aantal";"961"
"1978";"Totaal vleugelvliegtuigen";"aantal";"926"
"1978";"||Totaal straalmotoren";"aantal";"95"
"1978";"||4-motorig";"aantal";"27"
"1978";"||3-motorig";"aantal";"13"
"1978";"||2-motorig";"aantal";"54"
"1978";"||1-motorig";"aantal";"1"
"1978";"|||Totaal schroefturbinemotoren";"aantal";"15"
"1978";"||4-motorig";"aantal";"0"
"1978";"||3-motorig";"aantal";"0"
"1978";"||2-motorig";"aantal";"14"
"1978";"||1-motorig";"aantal";"1"
"1978";"|||Totaal zuigermotoren";"aantal";"453"
"1978";"||4-motorig";"aantal";"0"
"1978";"||2-motorig";"aantal";"49"
"1978";"||1-motorig";"aantal";"404"
"1978";"|||Totaal Ultra Light's";"aantal";"0"
"1978";"||Very Light (VLA)";"aantal";"0"
"1978";"||Micro Light (MLA)";"aantal";"0"
"1978";"|||Totaal zweefvliegtuigen";"aantal";"363"
"1978";"||1-motorig";"aantal";"."
"1978";"||Geen motor";"aantal";"."
"1978";"||Totaal hefschroefvliegtuigen";"aantal";"24"
"1978";"2-motorig";"aantal";"15"
"1978";"1-motorig";"aantal";"9"
"1978";"Ballonvaartuigen";"aantal";"11"
"1979";"Totale luchtvloot";"aantal";"1032"
"1979";"Totaal vleugelvliegtuigen";"aantal";"988"
"1979";"||Totaal straalmotoren";"aantal";"96"
"1979";"||4-motorig";"aantal";"29"
"1979";"||3-motorig";"aantal";"12"
"1979";"||2-motorig";"aantal";"54"
"1979";"||1-motorig";"aantal";"1"
"1979";"|||Totaal schroefturbinemotoren";"aantal";"18"
"1979";"||4-motorig";"aantal";"0"
"1979";"||3-motorig";"aantal";"0"
"1979";"||2-motorig";"aantal";"17"
"1979";"||1-motorig";"aantal";"1"
"1979";"|||Totaal zuigermotoren";"aantal";"481"
"1979";"||4-motorig";"aantal";"0"
"1979";"||2-motorig";"aantal";"48"
"1979";"||1-motorig";"aantal";"433"
"1979";"|||Totaal Ultra Light's";"aantal";"0"
"1979";"||Very Light (VLA)";"aantal";"0"
"1979";"||Micro Light (MLA)";"aantal";"0"
"1979";"|||Totaal zweefvliegtuigen";"aantal";"393"
"1979";"||1-motorig";"aantal";"."
"1979";"||Geen motor";"aantal";"."
"1979";"||Totaal hefschroefvliegtuigen";"aantal";"27"
"1979";"2-motorig";"aantal";"19"
"1979";"1-motorig";"aantal";"8"
"1979";"Ballonvaartuigen";"aantal";"17"
"1980";"Totale luchtvloot";"aantal";"1071"
"1980";"Totaal vleugelvliegtuigen";"aantal";"1027"
"1980";"||Totaal straalmotoren";"aantal";"95"
"1980";"||4-motorig";"aantal";"29"
"1980";"||3-motorig";"aantal";"13"
"1980";"||2-motorig";"aantal";"53"
"1980";"||1-motorig";"aantal";"0"
"1980";"|||Totaal schroefturbinemotoren";"aantal";"30"
"1980";"||4-motorig";"aantal";"0"
"1980";"||3-motorig";"aantal";"0"
"1980";"||2-motorig";"aantal";"28"
"1980";"||1-motorig";"aantal";"2"
"1980";"|||Totaal zuigermotoren";"aantal";"501"
"1980";"||4-motorig";"aantal";"0"
"1980";"||2-motorig";"aantal";"50"
"1980";"||1-motorig";"aantal";"451"
"1980";"|||Totaal Ultra Light's";"aantal";"0"
"1980";"||Very Light (VLA)";"aantal";"0"
"1980";"||Micro Light (MLA)";"aantal";"0"
"1980";"|||Totaal zweefvliegtuigen";"aantal";"401"
"1980";"||1-motorig";"aantal";"."
"1980";"||Geen motor";"aantal";"."
"1980";"||Totaal hefschroefvliegtuigen";"aantal";"26"
"1980";"2-motorig";"aantal";"18"
"1980";"1-motorig";"aantal";"8"
"1980";"Ballonvaartuigen";"aantal";"18"
"1981";"Totale luchtvloot";"aantal";"1056"
"1981";"Totaal vleugelvliegtuigen";"aantal";"1010"
"1981";"||Totaal straalmotoren";"aantal";"96"
"1981";"||4-motorig";"aantal";"28"
"1981";"||3-motorig";"aantal";"13"
"1981";"||2-motorig";"aantal";"55"
"1981";"||1-motorig";"aantal";"0"
"1981";"|||Totaal schroefturbinemotoren";"aantal";"24"
"1981";"||4-motorig";"aantal";"0"
"1981";"||3-motorig";"aantal";"0"
