"Perioden";"Brandstofsoort";"Bouwjaarklasse";"Onderwerp";"";""
"2013";"Totaal";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2013";"Totaal";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2013";"Totaal";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2013";"Totaal";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2013";"Totaal";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2013";"Totaal";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2013";"Totaal";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Totaal";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"68019"
"2013";"Totaal";"Bouwjaar 2012";"Snorfiets";"aantal";"50377"
"2013";"Totaal";"Bouwjaar 2012";"Bromfiets";"aantal";"16457"
"2013";"Totaal";"Bouwjaar 2012";"Brommobiel";"aantal";"956"
"2013";"Totaal";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"229"
"2013";"Totaal";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"79015"
"2013";"Totaal";"Bouwjaar 2011";"Snorfiets";"aantal";"56604"
"2013";"Totaal";"Bouwjaar 2011";"Bromfiets";"aantal";"21108"
"2013";"Totaal";"Bouwjaar 2011";"Brommobiel";"aantal";"1087"
"2013";"Totaal";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"216"
"2013";"Totaal";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"88438"
"2013";"Totaal";"Bouwjaar 2010";"Snorfiets";"aantal";"57797"
"2013";"Totaal";"Bouwjaar 2010";"Bromfiets";"aantal";"29286"
"2013";"Totaal";"Bouwjaar 2010";"Brommobiel";"aantal";"1103"
"2013";"Totaal";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"252"
"2013";"Totaal";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"87023"
"2013";"Totaal";"Bouwjaar 2009";"Snorfiets";"aantal";"50768"
"2013";"Totaal";"Bouwjaar 2009";"Bromfiets";"aantal";"34635"
"2013";"Totaal";"Bouwjaar 2009";"Brommobiel";"aantal";"1410"
"2013";"Totaal";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"210"
"2013";"Totaal";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"82374"
"2013";"Totaal";"Bouwjaar 2008";"Snorfiets";"aantal";"43266"
"2013";"Totaal";"Bouwjaar 2008";"Bromfiets";"aantal";"37379"
"2013";"Totaal";"Bouwjaar 2008";"Brommobiel";"aantal";"1437"
"2013";"Totaal";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"292"
"2013";"Totaal";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"60963"
"2013";"Totaal";"Bouwjaar 2007";"Snorfiets";"aantal";"30001"
"2013";"Totaal";"Bouwjaar 2007";"Bromfiets";"aantal";"29117"
"2013";"Totaal";"Bouwjaar 2007";"Brommobiel";"aantal";"1583"
"2013";"Totaal";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"262"
"2013";"Totaal";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"43125"
"2013";"Totaal";"Bouwjaar 2006";"Snorfiets";"aantal";"20974"
"2013";"Totaal";"Bouwjaar 2006";"Bromfiets";"aantal";"20477"
"2013";"Totaal";"Bouwjaar 2006";"Brommobiel";"aantal";"1470"
"2013";"Totaal";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"204"
"2013";"Totaal";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"576286"
"2013";"Totaal";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"250640"
"2013";"Totaal";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"310591"
"2013";"Totaal";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"11991"
"2013";"Totaal";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"3064"
"2013";"Benzine";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"1044538"
"2013";"Benzine";"Totaal alle bouwjaren";"Snorfiets";"aantal";"543536"
"2013";"Benzine";"Totaal alle bouwjaren";"Bromfiets";"aantal";"496501"
"2013";"Benzine";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"4501"
"2013";"Benzine";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2013";"Benzine";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2013";"Benzine";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2013";"Benzine";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2013";"Benzine";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2013";"Benzine";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2013";"Benzine";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2013";"Benzine";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Benzine";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"62857"
"2013";"Benzine";"Bouwjaar 2012";"Snorfiets";"aantal";"46692"
"2013";"Benzine";"Bouwjaar 2012";"Bromfiets";"aantal";"16014"
"2013";"Benzine";"Bouwjaar 2012";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"151"
"2013";"Benzine";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"73436"
"2013";"Benzine";"Bouwjaar 2011";"Snorfiets";"aantal";"52683"
"2013";"Benzine";"Bouwjaar 2011";"Bromfiets";"aantal";"20583"
"2013";"Benzine";"Bouwjaar 2011";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"170"
"2013";"Benzine";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"83465"
"2013";"Benzine";"Bouwjaar 2010";"Snorfiets";"aantal";"54405"
"2013";"Benzine";"Bouwjaar 2010";"Bromfiets";"aantal";"28854"
"2013";"Benzine";"Bouwjaar 2010";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"206"
"2013";"Benzine";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"82888"
"2013";"Benzine";"Bouwjaar 2009";"Snorfiets";"aantal";"48520"
"2013";"Benzine";"Bouwjaar 2009";"Bromfiets";"aantal";"34171"
"2013";"Benzine";"Bouwjaar 2009";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"197"
"2013";"Benzine";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"79453"
"2013";"Benzine";"Bouwjaar 2008";"Snorfiets";"aantal";"42106"
"2013";"Benzine";"Bouwjaar 2008";"Bromfiets";"aantal";"37063"
"2013";"Benzine";"Bouwjaar 2008";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"284"
"2013";"Benzine";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"58605"
"2013";"Benzine";"Bouwjaar 2007";"Snorfiets";"aantal";"29462"
"2013";"Benzine";"Bouwjaar 2007";"Bromfiets";"aantal";"28887"
"2013";"Benzine";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"256"
"2013";"Benzine";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"41347"
"2013";"Benzine";"Bouwjaar 2006";"Snorfiets";"aantal";"20678"
"2013";"Benzine";"Bouwjaar 2006";"Bromfiets";"aantal";"20470"
"2013";"Benzine";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"199"
"2013";"Benzine";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"562487"
"2013";"Benzine";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"248990"
"2013";"Benzine";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"310459"
"2013";"Benzine";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2013";"Benzine";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"3038"
"2013";"Diesel";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"21103"
"2013";"Diesel";"Totaal alle bouwjaren";"Snorfiets";"aantal";"44"
"2013";"Diesel";"Totaal alle bouwjaren";"Bromfiets";"aantal";"18"
"2013";"Diesel";"Totaal alle bouwjaren";"Brommobiel";"aantal";"21037"
"2013";"Diesel";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"4"
"2013";"Diesel";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2013";"Diesel";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2013";"Diesel";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2013";"Diesel";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2013";"Diesel";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2013";"Diesel";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2013";"Diesel";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2013";"Diesel";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Diesel";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"956"
"2013";"Diesel";"Bouwjaar 2012";"Snorfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2012";"Bromfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2012";"Brommobiel";"aantal";"956"
"2013";"Diesel";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"1087"
"2013";"Diesel";"Bouwjaar 2011";"Snorfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2011";"Bromfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2011";"Brommobiel";"aantal";"1087"
"2013";"Diesel";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"1103"
"2013";"Diesel";"Bouwjaar 2010";"Snorfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2010";"Bromfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2010";"Brommobiel";"aantal";"1103"
"2013";"Diesel";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"1410"
"2013";"Diesel";"Bouwjaar 2009";"Snorfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2009";"Bromfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2009";"Brommobiel";"aantal";"1410"
"2013";"Diesel";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"1437"
"2013";"Diesel";"Bouwjaar 2008";"Snorfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2008";"Bromfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2008";"Brommobiel";"aantal";"1437"
"2013";"Diesel";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"1583"
"2013";"Diesel";"Bouwjaar 2007";"Snorfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2007";"Bromfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2007";"Brommobiel";"aantal";"1583"
"2013";"Diesel";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"1470"
"2013";"Diesel";"Bouwjaar 2006";"Snorfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2006";"Bromfiets";"aantal";"0"
"2013";"Diesel";"Bouwjaar 2006";"Brommobiel";"aantal";"1470"
"2013";"Diesel";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2013";"Diesel";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"12057"
"2013";"Diesel";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"44"
"2013";"Diesel";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"18"
"2013";"Diesel";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"11991"
"2013";"Diesel";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"4"
"2013";"Elektriciteit";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"19602"
"2013";"Elektriciteit";"Totaal alle bouwjaren";"Snorfiets";"aantal";"16847"
"2013";"Elektriciteit";"Totaal alle bouwjaren";"Bromfiets";"aantal";"2531"
"2013";"Elektriciteit";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"224"
"2013";"Elektriciteit";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2013";"Elektriciteit";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"4206"
"2013";"Elektriciteit";"Bouwjaar 2012";"Snorfiets";"aantal";"3685"
"2013";"Elektriciteit";"Bouwjaar 2012";"Bromfiets";"aantal";"443"
"2013";"Elektriciteit";"Bouwjaar 2012";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"78"
"2013";"Elektriciteit";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"4492"
"2013";"Elektriciteit";"Bouwjaar 2011";"Snorfiets";"aantal";"3921"
"2013";"Elektriciteit";"Bouwjaar 2011";"Bromfiets";"aantal";"525"
"2013";"Elektriciteit";"Bouwjaar 2011";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"46"
"2013";"Elektriciteit";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"3870"
"2013";"Elektriciteit";"Bouwjaar 2010";"Snorfiets";"aantal";"3392"
"2013";"Elektriciteit";"Bouwjaar 2010";"Bromfiets";"aantal";"432"
"2013";"Elektriciteit";"Bouwjaar 2010";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"46"
"2013";"Elektriciteit";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"2725"
"2013";"Elektriciteit";"Bouwjaar 2009";"Snorfiets";"aantal";"2248"
"2013";"Elektriciteit";"Bouwjaar 2009";"Bromfiets";"aantal";"464"
"2013";"Elektriciteit";"Bouwjaar 2009";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"13"
"2013";"Elektriciteit";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"1484"
"2013";"Elektriciteit";"Bouwjaar 2008";"Snorfiets";"aantal";"1160"
"2013";"Elektriciteit";"Bouwjaar 2008";"Bromfiets";"aantal";"316"
"2013";"Elektriciteit";"Bouwjaar 2008";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"8"
"2013";"Elektriciteit";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"775"
"2013";"Elektriciteit";"Bouwjaar 2007";"Snorfiets";"aantal";"539"
"2013";"Elektriciteit";"Bouwjaar 2007";"Bromfiets";"aantal";"230"
"2013";"Elektriciteit";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"6"
"2013";"Elektriciteit";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"308"
"2013";"Elektriciteit";"Bouwjaar 2006";"Snorfiets";"aantal";"296"
"2013";"Elektriciteit";"Bouwjaar 2006";"Bromfiets";"aantal";"7"
"2013";"Elektriciteit";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"5"
"2013";"Elektriciteit";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"1742"
"2013";"Elektriciteit";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"1606"
"2013";"Elektriciteit";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"114"
"2013";"Elektriciteit";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2013";"Elektriciteit";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"22"
"2014";"Totaal";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"1101978"
"2014";"Totaal";"Totaal alle bouwjaren";"Snorfiets";"aantal";"588801"
"2014";"Totaal";"Totaal alle bouwjaren";"Bromfiets";"aantal";"487700"
"2014";"Totaal";"Totaal alle bouwjaren";"Brommobiel";"aantal";"20679"
"2014";"Totaal";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"4798"
"2014";"Totaal";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2014";"Totaal";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2014";"Totaal";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2014";"Totaal";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2014";"Totaal";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2014";"Totaal";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2014";"Totaal";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2014";"Totaal";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";"59094"
"2014";"Totaal";"Bouwjaar 2013";"Snorfiets";"aantal";"44157"
"2014";"Totaal";"Bouwjaar 2013";"Bromfiets";"aantal";"13962"
