"TIME";"REP_MAR";"VESSEL";"UNIT";"Value";"Flag and Footnotes"
"2013";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-3.7";""
"2013";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"-2.9";""
"2013";"Netherlands";"Dry bulk carrier";"Number";"2 019";""
"2013";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"95 317";""
"2013";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"11.2";""
"2013";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"5.9";""
"2013";"Netherlands";"Container ship";"Number";"5 990";""
"2013";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"218 463";""
"2013";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.2";""
"2013";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"-5.4";""
"2013";"Netherlands";"Specialised carrier";"Number";"268";""
"2013";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"10 573";""
"2013";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"14.3";""
"2013";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"7.2";""
"2013";"Netherlands";"General cargo; non-specialised";"Number";"14 687";""
"2013";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"185 151";""
"2013";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-5.2";""
"2013";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-5.7";""
"2013";"Netherlands";"Dry cargo barge";"Number";":";""
"2013";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2013";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2013";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2013";"Netherlands";"Cruise ship";"Number";"19";""
"2013";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"1 301";""
"2013";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-50.7";""
"2013";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";"-57.8";""
"2013";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2013";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2013";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2013";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2013";"Netherlands";"Fishing vessel";"Number";":";""
"2013";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";":";""
"2013";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2013";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2013";"Netherlands";"Offshore activities vessel";"Number";"925";""
"2013";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"3 677";""
"2013";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"24.8";""
"2013";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"43.4";""
"2013";"Netherlands";"Tug and pusher craft";"Number";":";""
"2013";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";":";""
"2013";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2013";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2013";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";":";""
"2013";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";":";""
"2013";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2013";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2013";"Netherlands";"Unknown";"Number";":";""
"2013";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2013";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2013";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2014";"Netherlands";"Total";"Number";"34 997";""
"2014";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"725 845";""
"2014";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"1.1";""
"2014";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-1.3";""
"2014";"Netherlands";"Liquid bulk tanker";"Number";"10 800";""
"2014";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"198 471";""
"2014";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-2.4";""
"2014";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"-6.4";""
"2014";"Netherlands";"Dry bulk carrier";"Number";"2 084";""
"2014";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"95 583";""
"2014";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"0.3";""
"2014";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"3.2";""
"2014";"Netherlands";"Container ship";"Number";"6 091";""
"2014";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"229 192";""
"2014";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"4.9";""
"2014";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"1.7";""
"2014";"Netherlands";"Specialised carrier";"Number";"478";""
"2014";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"15 897";""
"2014";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"50.4";""
"2014";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"78.4";""
"2014";"Netherlands";"General cargo; non-specialised";"Number";"14 262";""
"2014";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"181 642";""
"2014";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-1.9";""
"2014";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-2.9";""
"2014";"Netherlands";"Dry cargo barge";"Number";":";""
"2014";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2014";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2014";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2014";"Netherlands";"Cruise ship";"Number";"14";""
"2014";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"950";""
"2014";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-27.0";""
"2014";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";"-26.3";""
"2014";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2014";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2014";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2014";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2014";"Netherlands";"Fishing vessel";"Number";":";""
"2014";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";":";""
"2014";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2014";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2014";"Netherlands";"Offshore activities vessel";"Number";"1 268";""
"2014";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"4 111";""
"2014";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"11.8";""
"2014";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"37.1";""
"2014";"Netherlands";"Tug and pusher craft";"Number";":";""
"2014";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";":";""
"2014";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2014";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2014";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";":";""
"2014";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";":";""
"2014";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2014";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2014";"Netherlands";"Unknown";"Number";":";""
"2014";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2014";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2014";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2015";"Netherlands";"Total";"Number";"35 160";""
"2015";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"762 542";""
"2015";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.1";""
"2015";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"0.5";""
"2015";"Netherlands";"Liquid bulk tanker";"Number";"11 337";""
"2015";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"210 109";""
"2015";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.9";""
"2015";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"5.0";""
"2015";"Netherlands";"Dry bulk carrier";"Number";"2 148";""
"2015";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"97 201";""
"2015";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"1.7";""
"2015";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"3.1";""
"2015";"Netherlands";"Container ship";"Number";"6 349";""
"2015";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"246 074";""
"2015";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"7.4";""
"2015";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"4.2";""
"2015";"Netherlands";"Specialised carrier";"Number";"311";""
"2015";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"11 150";""
"2015";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-29.9";""
"2015";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-34.9";""
"2015";"Netherlands";"General cargo; non-specialised";"Number";"13 931";""
"2015";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"193 483";""
"2015";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"6.5";""
"2015";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-2.3";""
"2015";"Netherlands";"Dry cargo barge";"Number";":";""
"2015";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2015";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2015";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2015";"Netherlands";"Cruise ship";"Number";"8";""
"2015";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"426";""
"2015";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-55.2";""
"2015";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";"-42.9";""
"2015";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2015";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2015";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2015";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2015";"Netherlands";"Fishing vessel";"Number";":";""
"2015";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";":";""
"2015";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2015";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2015";"Netherlands";"Offshore activities vessel";"Number";"1 076";""
"2015";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"4 099";""
"2015";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-0.3";""
"2015";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-15.1";""
"2015";"Netherlands";"Tug and pusher craft";"Number";":";""
"2015";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";":";""
"2015";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2015";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2015";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";":";""
"2015";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";":";""
"2015";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2015";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2015";"Netherlands";"Unknown";"Number";":";""
"2015";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2015";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2015";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2016";"Netherlands";"Total";"Number";"35 066";""
"2016";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"790 373";""
"2016";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.6";""
"2016";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-0.3";""
"2016";"Netherlands";"Liquid bulk tanker";"Number";"10 999";""
"2016";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"215 176";""
"2016";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.4";""
"2016";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"-3.0";""
"2016";"Netherlands";"Dry bulk carrier";"Number";"2 122";""
"2016";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"91 340";""
"2016";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-6.0";""
"2016";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-1.2";""
"2016";"Netherlands";"Container ship";"Number";"6 707";""
"2016";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"273 114";""
"2016";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"11.0";""
"2016";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"5.6";""
"2016";"Netherlands";"Specialised carrier";"Number";"277";""
"2016";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"10 882";""
"2016";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-2.4";""
"2016";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-10.9";""
"2016";"Netherlands";"General cargo; non-specialised";"Number";"14 088";""
"2016";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"196 567";""
"2016";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"1.6";""
"2016";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"1.1";""
"2016";"Netherlands";"Dry cargo barge";"Number";":";""
"2016";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2016";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2016";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2016";"Netherlands";"Cruise ship";"Number";"4";""
"2016";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"105";""
"2016";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-75.3";""
"2016";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";"-50.0";""
"2016";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2016";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2016";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2016";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2016";"Netherlands";"Fishing vessel";"Number";":";""
"2016";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";":";""
"2016";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2016";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2016";"Netherlands";"Offshore activities vessel";"Number";"869";""
"2016";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"3 189";""
"2016";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-22.2";""
"2016";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-19.2";""
"2016";"Netherlands";"Tug and pusher craft";"Number";":";""
"2016";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";":";""
"2016";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2016";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2016";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";":";""
"2016";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";":";""
"2016";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2016";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2016";"Netherlands";"Unknown";"Number";":";""
"2016";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2016";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2016";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2017";"Netherlands";"Total";"Number";"36 416";""
"2017";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"805 517";""
"2017";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"1.9";""
"2017";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"3.8";""
"2017";"Netherlands";"Liquid bulk tanker";"Number";"10 792";""
"2017";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"206 315";""
"2017";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-4.1";""
"2017";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"-1.9";""
"2017";"Netherlands";"Dry bulk carrier";"Number";"2 207";""
"2017";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"88 802";""
"2017";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-2.8";""
"2017";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"4.0";""
"2017";"Netherlands";"Container ship";"Number";"6 826";""
"2017";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"291 237";""
"2017";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"6.6";""
"2017";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"1.8";""
"2017";"Netherlands";"Specialised carrier";"Number";"357";""
"2017";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"13 354";""
"2017";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"22.7";""
"2017";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"28.9";""
"2017";"Netherlands";"General cargo; non-specialised";"Number";"14 725";""
"2017";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"200 577";""
"2017";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.0";""
"2017";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"4.5";""
"2017";"Netherlands";"Dry cargo barge";"Number";":";""
"2017";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2017";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2017";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2017";"Netherlands";"Cruise ship";"Number";"72";""
"2017";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"371";""
"2017";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"252.6";""
"2017";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";"1 700.0";""
"2017";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2017";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2017";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2017";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2017";"Netherlands";"Fishing vessel";"Number";":";""
"2017";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";":";""
"2017";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2017";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2017";"Netherlands";"Offshore activities vessel";"Number";"1 437";""
"2017";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"4 861";""
"2017";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"52.4";""
"2017";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"65.4";""
"2017";"Netherlands";"Tug and pusher craft";"Number";":";""
"2017";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";":";""
"2017";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2017";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2017";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";":";""
"2017";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";":";""
"2017";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2017";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2017";"Netherlands";"Unknown";"Number";":";""
"2017";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2017";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2017";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
