"Perioden";"Voertuigtype";"Onderwerp";"";""
"2009";"Trekker voor oplegger";"Benzine";"aantal";"25"
"2009";"Trekker voor oplegger";"Diesel";"aantal";"74579"
"2009";"Trekker voor oplegger";"LPG";"aantal";"16"
"2009";"Trekker voor oplegger";"Elektriciteit";"aantal";"0"
"2009";"Trekker voor oplegger";"CNG";"aantal";"3"
"2009";"Trekker voor oplegger";"Geen/overige/onbekende brandstof";"aantal";"1"
"2009";"Trekker voor oplegger";"||Totaal";"aantal";"74624"
"2009";"Trekker voor oplegger";"< 500 kg";"aantal";"0"
"2009";"Trekker voor oplegger";"500 - 999 kg";"aantal";"10"
"2009";"Trekker voor oplegger";"1000 - 1499 kg";"aantal";"7"
"2009";"Trekker voor oplegger";"1500 - 1999 kg";"aantal";"748"
"2009";"Trekker voor oplegger";"2000 - 2499 kg";"aantal";"2943"
"2009";"Trekker voor oplegger";"2500 - 2999 kg";"aantal";"184"
"2009";"Trekker voor oplegger";"3000 - 3499 kg";"aantal";"87"
"2009";"Trekker voor oplegger";"3500 - 3999 kg";"aantal";"100"
"2009";"Trekker voor oplegger";"4000 - 4499 kg";"aantal";"72"
"2009";"Trekker voor oplegger";"4500 - 4999 kg";"aantal";"128"
"2009";"Trekker voor oplegger";"5000 - 5499 kg";"aantal";"107"
"2009";"Trekker voor oplegger";"5500 - 5999 kg";"aantal";"764"
"2009";"Trekker voor oplegger";"6000 - 6499 kg";"aantal";"3096"
"2009";"Trekker voor oplegger";"6500 - 6999 kg";"aantal";"13060"
"2009";"Trekker voor oplegger";"7000 - 7499 kg";"aantal";"30332"
"2009";"Trekker voor oplegger";"7500 - 7999 kg";"aantal";"12259"
"2009";"Trekker voor oplegger";"8000 - 8499 kg";"aantal";"6219"
"2009";"Trekker voor oplegger";"8500 - 8999 kg";"aantal";"2198"
"2009";"Trekker voor oplegger";"9000 - 9499 kg";"aantal";"546"
"2009";"Trekker voor oplegger";"9500 - 9999 kg";"aantal";"361"
"2009";"Trekker voor oplegger";"10 000 - 10 499 kg";"aantal";"193"
"2009";"Trekker voor oplegger";"10 500 - 10 999 kg";"aantal";"139"
"2009";"Trekker voor oplegger";"11 000 - 11 499 kg";"aantal";"163"
"2009";"Trekker voor oplegger";"11 500 - 11 999 kg";"aantal";"133"
"2009";"Trekker voor oplegger";"12 000 - 12 499 kg";"aantal";"98"
"2009";"Trekker voor oplegger";"12 500 - 12 999 kg";"aantal";"77"
"2009";"Trekker voor oplegger";"13 000 - 13 499 kg";"aantal";"71"
"2009";"Trekker voor oplegger";"13 500 - 13 999 kg";"aantal";"67"
"2009";"Trekker voor oplegger";"14 000 - 14 499 kg";"aantal";"44"
"2009";"Trekker voor oplegger";"14 500 - 14 999 kg";"aantal";"50"
"2009";"Trekker voor oplegger";"15 000 - 15 499 kg";"aantal";"38"
"2009";"Trekker voor oplegger";"15 500 - 15 999 kg";"aantal";"29"
"2009";"Trekker voor oplegger";"16 000 - 19 999 kg";"aantal";"165"
"2009";"Trekker voor oplegger";"20 000 - 24 999 kg";"aantal";"90"
"2009";"Trekker voor oplegger";"25 000 - 29 999 kg";"aantal";"36"
"2009";"Trekker voor oplegger";"30 000 kg en meer";"aantal";"9"
"2009";"Trekker voor oplegger";"Leeggewicht onbekend";"aantal";"1"
"2009";"Speciaal voertuig";"||Totaal";"aantal";"64194"
"2009";"Speciaal voertuig";"Benzine";"aantal";"3316"
"2009";"Speciaal voertuig";"Diesel";"aantal";"58903"
"2009";"Speciaal voertuig";"LPG";"aantal";"1969"
"2009";"Speciaal voertuig";"Elektriciteit";"aantal";"0"
"2009";"Speciaal voertuig";"CNG";"aantal";"6"
"2009";"Speciaal voertuig";"Geen/overige/onbekende brandstof";"aantal";"0"
"2009";"Speciaal voertuig";"||Totaal";"aantal";"64194"
"2009";"Speciaal voertuig";"< 500 kg";"aantal";"1"
"2009";"Speciaal voertuig";"500 - 999 kg";"aantal";"74"
"2009";"Speciaal voertuig";"1000 - 1499 kg";"aantal";"545"
"2009";"Speciaal voertuig";"1500 - 1999 kg";"aantal";"6274"
"2009";"Speciaal voertuig";"2000 - 2499 kg";"aantal";"16014"
"2009";"Speciaal voertuig";"2500 - 2999 kg";"aantal";"16553"
"2009";"Speciaal voertuig";"3000 - 3499 kg";"aantal";"5897"
"2009";"Speciaal voertuig";"3500 - 3999 kg";"aantal";"1255"
"2009";"Speciaal voertuig";"4000 - 4499 kg";"aantal";"1123"
"2009";"Speciaal voertuig";"4500 - 4999 kg";"aantal";"939"
"2009";"Speciaal voertuig";"5000 - 5499 kg";"aantal";"704"
"2009";"Speciaal voertuig";"5500 - 5999 kg";"aantal";"733"
"2009";"Speciaal voertuig";"6000 - 6499 kg";"aantal";"632"
"2009";"Speciaal voertuig";"6500 - 6999 kg";"aantal";"624"
"2009";"Speciaal voertuig";"7000 - 7499 kg";"aantal";"609"
"2009";"Speciaal voertuig";"7500 - 7999 kg";"aantal";"547"
"2009";"Speciaal voertuig";"8000 - 8499 kg";"aantal";"570"
"2009";"Speciaal voertuig";"8500 - 8999 kg";"aantal";"572"
"2009";"Speciaal voertuig";"9000 - 9499 kg";"aantal";"493"
"2009";"Speciaal voertuig";"9500 - 9999 kg";"aantal";"472"
"2009";"Speciaal voertuig";"10 000 - 10 499 kg";"aantal";"472"
"2009";"Speciaal voertuig";"10 500 - 10 999 kg";"aantal";"442"
"2009";"Speciaal voertuig";"11 000 - 11 499 kg";"aantal";"503"
"2009";"Speciaal voertuig";"11 500 - 11 999 kg";"aantal";"481"
"2009";"Speciaal voertuig";"12 000 - 12 499 kg";"aantal";"511"
"2009";"Speciaal voertuig";"12 500 - 12 999 kg";"aantal";"476"
"2009";"Speciaal voertuig";"13 000 - 13 499 kg";"aantal";"578"
"2009";"Speciaal voertuig";"13 500 - 13 999 kg";"aantal";"621"
"2009";"Speciaal voertuig";"14 000 - 14 499 kg";"aantal";"594"
"2009";"Speciaal voertuig";"14 500 - 14 999 kg";"aantal";"525"
"2009";"Speciaal voertuig";"15 000 - 15 499 kg";"aantal";"357"
"2009";"Speciaal voertuig";"15 500 - 15 999 kg";"aantal";"217"
"2009";"Speciaal voertuig";"16 000 - 19 999 kg";"aantal";"825"
"2009";"Speciaal voertuig";"20 000 - 24 999 kg";"aantal";"680"
"2009";"Speciaal voertuig";"25 000 - 29 999 kg";"aantal";"151"
"2009";"Speciaal voertuig";"30 000 kg en meer";"aantal";"2117"
"2009";"Speciaal voertuig";"Leeggewicht onbekend";"aantal";"13"
"2009";"Bus";"||Totaal";"aantal";"11332"
"2009";"Bus";"Benzine";"aantal";"30"
"2009";"Bus";"Diesel";"aantal";"11027"
"2009";"Bus";"LPG";"aantal";"112"
"2009";"Bus";"Elektriciteit";"aantal";"47"
"2009";"Bus";"CNG";"aantal";"115"
"2009";"Bus";"Geen/overige/onbekende brandstof";"aantal";"1"
"2009";"Bus";"||Totaal";"aantal";"11332"
"2009";"Bus";"< 500 kg";"aantal";"0"
"2009";"Bus";"500 - 999 kg";"aantal";"0"
"2009";"Bus";"1000 - 1499 kg";"aantal";"4"
"2009";"Bus";"1500 - 1999 kg";"aantal";"4"
"2009";"Bus";"2000 - 2499 kg";"aantal";"99"
"2009";"Bus";"2500 - 2999 kg";"aantal";"258"
"2009";"Bus";"3000 - 3499 kg";"aantal";"340"
"2009";"Bus";"3500 - 3999 kg";"aantal";"109"
"2009";"Bus";"4000 - 4499 kg";"aantal";"65"
"2009";"Bus";"4500 - 4999 kg";"aantal";"81"
"2009";"Bus";"5000 - 5499 kg";"aantal";"67"
"2009";"Bus";"5500 - 5999 kg";"aantal";"46"
"2009";"Bus";"6000 - 6499 kg";"aantal";"53"
"2009";"Bus";"6500 - 6999 kg";"aantal";"31"
"2009";"Bus";"7000 - 7499 kg";"aantal";"52"
"2009";"Bus";"7500 - 7999 kg";"aantal";"129"
"2009";"Bus";"8000 - 8499 kg";"aantal";"82"
"2009";"Bus";"8500 - 8999 kg";"aantal";"1989"
"2009";"Bus";"9000 - 9499 kg";"aantal";"303"
"2009";"Bus";"9500 - 9999 kg";"aantal";"160"
"2009";"Bus";"10 000 - 10 499 kg";"aantal";"356"
"2009";"Bus";"10 500 - 10 999 kg";"aantal";"1018"
"2009";"Bus";"11 000 - 11 499 kg";"aantal";"1309"
"2009";"Bus";"11 500 - 11 999 kg";"aantal";"667"
"2009";"Bus";"12 000 - 12 499 kg";"aantal";"688"
"2009";"Bus";"12 500 - 12 999 kg";"aantal";"523"
"2009";"Bus";"13 000 - 13 499 kg";"aantal";"713"
"2009";"Bus";"13 500 - 13 999 kg";"aantal";"327"
"2009";"Bus";"14 000 - 14 499 kg";"aantal";"232"
"2009";"Bus";"14 500 - 14 999 kg";"aantal";"105"
"2009";"Bus";"15 000 - 15 499 kg";"aantal";"261"
"2009";"Bus";"15 500 - 15 999 kg";"aantal";"220"
"2009";"Bus";"16 000 - 19 999 kg";"aantal";"1010"
"2009";"Bus";"20 000 - 24 999 kg";"aantal";"31"
"2009";"Bus";"25 000 - 29 999 kg";"aantal";"0"
"2009";"Bus";"30 000 kg en meer";"aantal";"0"
"2009";"Bus";"Leeggewicht onbekend";"aantal";"0"
"2009";"Aanhangwagen";"||Totaal";"aantal";"905955"
"2009";"Aanhangwagen";"Benzine";"aantal";""
"2009";"Aanhangwagen";"Diesel";"aantal";""
"2009";"Aanhangwagen";"LPG";"aantal";""
"2009";"Aanhangwagen";"Elektriciteit";"aantal";""
"2009";"Aanhangwagen";"CNG";"aantal";""
"2009";"Aanhangwagen";"Geen/overige/onbekende brandstof";"aantal";"905955"
"2009";"Aanhangwagen";"||Totaal";"aantal";"905955"
"2009";"Aanhangwagen";"< 500 kg";"aantal";"192027"
"2009";"Aanhangwagen";"500 - 999 kg";"aantal";"530098"
"2009";"Aanhangwagen";"1000 - 1499 kg";"aantal";"145705"
"2009";"Aanhangwagen";"1500 - 1999 kg";"aantal";"8742"
"2009";"Aanhangwagen";"2000 - 2499 kg";"aantal";"2694"
"2009";"Aanhangwagen";"2500 - 2999 kg";"aantal";"1666"
"2009";"Aanhangwagen";"3000 - 3499 kg";"aantal";"2392"
"2009";"Aanhangwagen";"3500 - 3999 kg";"aantal";"2702"
"2009";"Aanhangwagen";"4000 - 4499 kg";"aantal";"2078"
"2009";"Aanhangwagen";"4500 - 4999 kg";"aantal";"2988"
"2009";"Aanhangwagen";"5000 - 5499 kg";"aantal";"3483"
"2009";"Aanhangwagen";"5500 - 5999 kg";"aantal";"2583"
"2009";"Aanhangwagen";"6000 - 6499 kg";"aantal";"2338"
"2009";"Aanhangwagen";"6500 - 6999 kg";"aantal";"2154"
"2009";"Aanhangwagen";"7000 - 7499 kg";"aantal";"1202"
"2009";"Aanhangwagen";"7500 - 7999 kg";"aantal";"626"
"2009";"Aanhangwagen";"8000 - 8499 kg";"aantal";"426"
"2009";"Aanhangwagen";"8500 - 8999 kg";"aantal";"371"
"2009";"Aanhangwagen";"9000 - 9499 kg";"aantal";"270"
"2009";"Aanhangwagen";"9500 - 9999 kg";"aantal";"233"
"2009";"Aanhangwagen";"10 000 - 10 499 kg";"aantal";"132"
"2009";"Aanhangwagen";"10 500 - 10 999 kg";"aantal";"89"
"2009";"Aanhangwagen";"11 000 - 11 499 kg";"aantal";"73"
"2009";"Aanhangwagen";"11 500 - 11 999 kg";"aantal";"55"
"2009";"Aanhangwagen";"12 000 - 12 499 kg";"aantal";"33"
"2009";"Aanhangwagen";"12 500 - 12 999 kg";"aantal";"43"
"2009";"Aanhangwagen";"13 000 - 13 499 kg";"aantal";"47"
"2009";"Aanhangwagen";"13 500 - 13 999 kg";"aantal";"66"
"2009";"Aanhangwagen";"14 000 - 14 499 kg";"aantal";"56"
"2009";"Aanhangwagen";"14 500 - 14 999 kg";"aantal";"37"
"2009";"Aanhangwagen";"15 000 - 15 499 kg";"aantal";"36"
"2009";"Aanhangwagen";"15 500 - 15 999 kg";"aantal";"34"
"2009";"Aanhangwagen";"16 000 - 19 999 kg";"aantal";"194"
"2009";"Aanhangwagen";"20 000 - 24 999 kg";"aantal";"97"
"2009";"Aanhangwagen";"25 000 - 29 999 kg";"aantal";"34"
"2009";"Aanhangwagen";"30 000 kg en meer";"aantal";"51"
"2009";"Aanhangwagen";"Leeggewicht onbekend";"aantal";"100"
"2009";"Oplegger";"||Totaal";"aantal";"132894"
"2009";"Oplegger";"Benzine";"aantal";""
"2009";"Oplegger";"Diesel";"aantal";""
"2009";"Oplegger";"LPG";"aantal";""
"2009";"Oplegger";"Elektriciteit";"aantal";""
"2009";"Oplegger";"CNG";"aantal";""
"2009";"Oplegger";"Geen/overige/onbekende brandstof";"aantal";"132894"
"2009";"Oplegger";"||Totaal";"aantal";"132894"
"2009";"Oplegger";"< 500 kg";"aantal";"6"
"2009";"Oplegger";"500 - 999 kg";"aantal";"58"
"2009";"Oplegger";"1000 - 1499 kg";"aantal";"606"
"2009";"Oplegger";"1500 - 1999 kg";"aantal";"1123"
"2009";"Oplegger";"2000 - 2499 kg";"aantal";"1321"
"2009";"Oplegger";"2500 - 2999 kg";"aantal";"1171"
"2009";"Oplegger";"3000 - 3499 kg";"aantal";"1513"
"2009";"Oplegger";"3500 - 3999 kg";"aantal";"3102"
"2009";"Oplegger";"4000 - 4499 kg";"aantal";"2056"
"2009";"Oplegger";"4500 - 4999 kg";"aantal";"2770"
"2009";"Oplegger";"5000 - 5499 kg";"aantal";"5534"
"2009";"Oplegger";"5500 - 5999 kg";"aantal";"5464"
"2009";"Oplegger";"6000 - 6499 kg";"aantal";"7964"
"2009";"Oplegger";"6500 - 6999 kg";"aantal";"19977"
"2009";"Oplegger";"7000 - 7499 kg";"aantal";"19639"
"2009";"Oplegger";"7500 - 7999 kg";"aantal";"13493"
"2009";"Oplegger";"8000 - 8499 kg";"aantal";"9173"
"2009";"Oplegger";"8500 - 8999 kg";"aantal";"12744"
"2009";"Oplegger";"9000 - 9499 kg";"aantal";"7289"
"2009";"Oplegger";"9500 - 9999 kg";"aantal";"5254"
"2009";"Oplegger";"10 000 - 10 499 kg";"aantal";"3198"
"2009";"Oplegger";"10 500 - 10 999 kg";"aantal";"2634"
"2009";"Oplegger";"11 000 - 11 499 kg";"aantal";"1567"
"2009";"Oplegger";"11 500 - 11 999 kg";"aantal";"1044"
"2009";"Oplegger";"12 000 - 12 499 kg";"aantal";"683"
"2009";"Oplegger";"12 500 - 12 999 kg";"aantal";"585"
"2009";"Oplegger";"13 000 - 13 499 kg";"aantal";"444"
"2009";"Oplegger";"13 500 - 13 999 kg";"aantal";"293"
"2009";"Oplegger";"14 000 - 14 499 kg";"aantal";"229"
"2009";"Oplegger";"14 500 - 14 999 kg";"aantal";"171"
"2009";"Oplegger";"15 000 - 15 499 kg";"aantal";"149"
"2009";"Oplegger";"15 500 - 15 999 kg";"aantal";"135"
"2009";"Oplegger";"16 000 - 19 999 kg";"aantal";"624"
"2009";"Oplegger";"20 000 - 24 999 kg";"aantal";"338"
"2009";"Oplegger";"25 000 - 29 999 kg";"aantal";"221"
"2009";"Oplegger";"30 000 kg en meer";"aantal";"315"
"2009";"Oplegger";"Leeggewicht onbekend";"aantal";"7"
"2010";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"2150951"
"2010";"Totaal bedrijfsvoertuigen";"Benzine";"aantal";"36786"
"2010";"Totaal bedrijfsvoertuigen";"Diesel";"aantal";"1036939"
"2010";"Totaal bedrijfsvoertuigen";"LPG";"aantal";"18999"
"2010";"Totaal bedrijfsvoertuigen";"Elektriciteit";"aantal";"91"
"2010";"Totaal bedrijfsvoertuigen";"CNG";"aantal";"1393"
"2010";"Totaal bedrijfsvoertuigen";"Geen/overige/onbekende brandstof";"aantal";"1056743"
"2010";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"2150951"
"2010";"Totaal bedrijfsvoertuigen";"< 500 kg";"aantal";"198765"
"2010";"Totaal bedrijfsvoertuigen";"500 - 999 kg";"aantal";"548758"
"2010";"Totaal bedrijfsvoertuigen";"1000 - 1499 kg";"aantal";"470002"
"2010";"Totaal bedrijfsvoertuigen";"1500 - 1999 kg";"aantal";"447810"
"2010";"Totaal bedrijfsvoertuigen";"2000 - 2499 kg";"aantal";"103015"
"2010";"Totaal bedrijfsvoertuigen";"2500 - 2999 kg";"aantal";"47783"
"2010";"Totaal bedrijfsvoertuigen";"3000 - 3499 kg";"aantal";"19317"
"2010";"Totaal bedrijfsvoertuigen";"3500 - 3999 kg";"aantal";"8861"
"2010";"Totaal bedrijfsvoertuigen";"4000 - 4499 kg";"aantal";"7507"
"2010";"Totaal bedrijfsvoertuigen";"4500 - 4999 kg";"aantal";"10231"
"2010";"Totaal bedrijfsvoertuigen";"5000 - 5499 kg";"aantal";"13627"
"2010";"Totaal bedrijfsvoertuigen";"5500 - 5999 kg";"aantal";"12465"
"2010";"Totaal bedrijfsvoertuigen";"6000 - 6499 kg";"aantal";"16354"
"2010";"Totaal bedrijfsvoertuigen";"6500 - 6999 kg";"aantal";"37979"
"2010";"Totaal bedrijfsvoertuigen";"7000 - 7499 kg";"aantal";"51759"
"2010";"Totaal bedrijfsvoertuigen";"7500 - 7999 kg";"aantal";"29217"
"2010";"Totaal bedrijfsvoertuigen";"8000 - 8499 kg";"aantal";"19934"
"2010";"Totaal bedrijfsvoertuigen";"8500 - 8999 kg";"aantal";"21831"
"2010";"Totaal bedrijfsvoertuigen";"9000 - 9499 kg";"aantal";"12932"
"2010";"Totaal bedrijfsvoertuigen";"9500 - 9999 kg";"aantal";"10190"
"2010";"Totaal bedrijfsvoertuigen";"10 000 - 10 499 kg";"aantal";"7393"
"2010";"Totaal bedrijfsvoertuigen";"10 500 - 10 999 kg";"aantal";"7331"
"2010";"Totaal bedrijfsvoertuigen";"11 000 - 11 499 kg";"aantal";"6922"
"2010";"Totaal bedrijfsvoertuigen";"11 500 - 11 999 kg";"aantal";"5529"
"2010";"Totaal bedrijfsvoertuigen";"12 000 - 12 499 kg";"aantal";"4448"
"2010";"Totaal bedrijfsvoertuigen";"12 500 - 12 999 kg";"aantal";"3907"
"2010";"Totaal bedrijfsvoertuigen";"13 000 - 13 499 kg";"aantal";"3675"
"2010";"Totaal bedrijfsvoertuigen";"13 500 - 13 999 kg";"aantal";"2682"
"2010";"Totaal bedrijfsvoertuigen";"14 000 - 14 499 kg";"aantal";"2394"
"2010";"Totaal bedrijfsvoertuigen";"14 500 - 14 999 kg";"aantal";"1980"
"2010";"Totaal bedrijfsvoertuigen";"15 000 - 15 499 kg";"aantal";"1843"
"2010";"Totaal bedrijfsvoertuigen";"15 500 - 15 999 kg";"aantal";"1624"
"2010";"Totaal bedrijfsvoertuigen";"16 000 - 19 999 kg";"aantal";"7335"
"2010";"Totaal bedrijfsvoertuigen";"20 000 - 24 999 kg";"aantal";"2196"
"2010";"Totaal bedrijfsvoertuigen";"25 000 - 29 999 kg";"aantal";"598"
"2010";"Totaal bedrijfsvoertuigen";"30 000 kg en meer";"aantal";"2592"
"2010";"Totaal bedrijfsvoertuigen";"Leeggewicht onbekend";"aantal";"165"
"2010";"Bestelauto";"||Totaal";"aantal";"872355"
"2010";"Bestelauto";"Benzine";"aantal";"32519"
"2010";"Bestelauto";"Diesel";"aantal";"822294"
"2010";"Bestelauto";"LPG";"aantal";"16673"
"2010";"Bestelauto";"Elektriciteit";"aantal";"26"
"2010";"Bestelauto";"CNG";"aantal";"841"
"2010";"Bestelauto";"Geen/overige/onbekende brandstof";"aantal";"2"
"2010";"Bestelauto";"||Totaal";"aantal";"872355"
"2010";"Bestelauto";"< 500 kg";"aantal";"70"
"2010";"Bestelauto";"500 - 999 kg";"aantal";"15701"
"2010";"Bestelauto";"1000 - 1499 kg";"aantal";"314794"
"2010";"Bestelauto";"1500 - 1999 kg";"aantal";"430244"
"2010";"Bestelauto";"2000 - 2499 kg";"aantal";"78654"
"2010";"Bestelauto";"2500 - 2999 kg";"aantal";"26093"
"2010";"Bestelauto";"3000 - 3499 kg";"aantal";"6757"
"2010";"Bestelauto";"3500 - 3999 kg";"aantal";""
"2010";"Bestelauto";"4000 - 4499 kg";"aantal";""
"2010";"Bestelauto";"4500 - 4999 kg";"aantal";""
"2010";"Bestelauto";"5000 - 5499 kg";"aantal";""
"2010";"Bestelauto";"5500 - 5999 kg";"aantal";""
"2010";"Bestelauto";"6000 - 6499 kg";"aantal";""
"2010";"Bestelauto";"6500 - 6999 kg";"aantal";""
"2010";"Bestelauto";"7000 - 7499 kg";"aantal";""
"2010";"Bestelauto";"7500 - 7999 kg";"aantal";""
"2010";"Bestelauto";"8000 - 8499 kg";"aantal";""
"2010";"Bestelauto";"8500 - 8999 kg";"aantal";""
"2010";"Bestelauto";"9000 - 9499 kg";"aantal";""
"2010";"Bestelauto";"9500 - 9999 kg";"aantal";""
"2010";"Bestelauto";"10 000 - 10 499 kg";"aantal";""
"2010";"Bestelauto";"10 500 - 10 999 kg";"aantal";""
"2010";"Bestelauto";"11 000 - 11 499 kg";"aantal";""
"2010";"Bestelauto";"11 500 - 11 999 kg";"aantal";""
"2010";"Bestelauto";"12 000 - 12 499 kg";"aantal";""
"2010";"Bestelauto";"12 500 - 12 999 kg";"aantal";""
"2010";"Bestelauto";"13 000 - 13 499 kg";"aantal";""
"2010";"Bestelauto";"13 500 - 13 999 kg";"aantal";""
"2010";"Bestelauto";"14 000 - 14 499 kg";"aantal";""
"2010";"Bestelauto";"14 500 - 14 999 kg";"aantal";""
"2010";"Bestelauto";"15 000 - 15 499 kg";"aantal";""
"2010";"Bestelauto";"15 500 - 15 999 kg";"aantal";""
"2010";"Bestelauto";"16 000 - 19 999 kg";"aantal";""
"2010";"Bestelauto";"20 000 - 24 999 kg";"aantal";""
"2010";"Bestelauto";"25 000 - 29 999 kg";"aantal";""
"2010";"Bestelauto";"30 000 kg en meer";"aantal";""
"2010";"Bestelauto";"Leeggewicht onbekend";"aantal";"42"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"73368"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"Benzine";"aantal";"925"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"Diesel";"aantal";"72108"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"LPG";"aantal";"241"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"Elektriciteit";"aantal";"6"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"CNG";"aantal";"87"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"Geen/overige/onbekende brandstof";"aantal";"1"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"73368"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"< 500 kg";"aantal";"2"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"500 - 999 kg";"aantal";"1"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"1000 - 1499 kg";"aantal";"11"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"1500 - 1999 kg";"aantal";"88"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"2000 - 2499 kg";"aantal";"607"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"2500 - 2999 kg";"aantal";"1343"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"3000 - 3499 kg";"aantal";"2200"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"3500 - 3999 kg";"aantal";"1627"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"4000 - 4499 kg";"aantal";"2131"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"4500 - 4999 kg";"aantal";"3243"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"5000 - 5499 kg";"aantal";"3640"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"5500 - 5999 kg";"aantal";"3112"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"6000 - 6499 kg";"aantal";"2940"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"6500 - 6999 kg";"aantal";"3032"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"7000 - 7499 kg";"aantal";"2803"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"7500 - 7999 kg";"aantal";"2666"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"8000 - 8499 kg";"aantal";"3189"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"8500 - 8999 kg";"aantal";"3808"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"9000 - 9499 kg";"aantal";"3992"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"9500 - 9999 kg";"aantal";"3626"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"10 000 - 10 499 kg";"aantal";"3107"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"10 500 - 10 999 kg";"aantal";"3096"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"11 000 - 11 499 kg";"aantal";"3368"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"11 500 - 11 999 kg";"aantal";"2896"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"12 000 - 12 499 kg";"aantal";"2206"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"12 500 - 12 999 kg";"aantal";"2124"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"13 000 - 13 499 kg";"aantal";"1799"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"13 500 - 13 999 kg";"aantal";"1309"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"14 000 - 14 499 kg";"aantal";"1197"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"14 500 - 14 999 kg";"aantal";"1014"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"15 000 - 15 499 kg";"aantal";"973"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"15 500 - 15 999 kg";"aantal";"905"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"16 000 - 19 999 kg";"aantal";"4259"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"20 000 - 24 999 kg";"aantal";"920"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"25 000 - 29 999 kg";"aantal";"99"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"30 000 kg en meer";"aantal";"32"
"2010";"Vrachtauto (excl. trekker voor oplegger)";"Leeggewicht onbekend";"aantal";"3"
"2010";"Trekker voor oplegger";"||Totaal";"aantal";"71560"
"2010";"Trekker voor oplegger";"Benzine";"aantal";"27"
"2010";"Trekker voor oplegger";"Diesel";"aantal";"71511"
"2010";"Trekker voor oplegger";"LPG";"aantal";"16"
"2010";"Trekker voor oplegger";"Elektriciteit";"aantal";"0"
"2010";"Trekker voor oplegger";"CNG";"aantal";"6"
"2010";"Trekker voor oplegger";"Geen/overige/onbekende brandstof";"aantal";"0"
"2010";"Trekker voor oplegger";"||Totaal";"aantal";"71560"
"2010";"Trekker voor oplegger";"< 500 kg";"aantal";"0"
"2010";"Trekker voor oplegger";"500 - 999 kg";"aantal";"10"
"2010";"Trekker voor oplegger";"1000 - 1499 kg";"aantal";"7"
"2010";"Trekker voor oplegger";"1500 - 1999 kg";"aantal";"847"
"2010";"Trekker voor oplegger";"2000 - 2499 kg";"aantal";"3109"
"2010";"Trekker voor oplegger";"2500 - 2999 kg";"aantal";"190"
"2010";"Trekker voor oplegger";"3000 - 3499 kg";"aantal";"87"
"2010";"Trekker voor oplegger";"3500 - 3999 kg";"aantal";"106"
"2010";"Trekker voor oplegger";"4000 - 4499 kg";"aantal";"72"
"2010";"Trekker voor oplegger";"4500 - 4999 kg";"aantal";"120"
"2010";"Trekker voor oplegger";"5000 - 5499 kg";"aantal";"101"
"2010";"Trekker voor oplegger";"5500 - 5999 kg";"aantal";"636"
"2010";"Trekker voor oplegger";"6000 - 6499 kg";"aantal";"2769"
